"ts","starttime","detectorid","volume","speed","occupancy","status","dqflags"
1316196700,"2011-09-16 11:11:40-07",1414,4,0,0,2,24
1316196720,"2011-09-16 11:12:00-07",1414,3,0,0,2,24
1316196740,"2011-09-16 11:12:20-07",1414,0,0,0,2,8
1316196760,"2011-09-16 11:12:40-07",1414,0,0,0,2,8
1316196780,"2011-09-16 11:13:00-07",1414,3,0,0,2,24
1316196800,"2011-09-16 11:13:20-07",1414,7,0,0,2,24
1316196820,"2011-09-16 11:13:40-07",1414,0,0,0,2,8
1316196840,"2011-09-16 11:14:00-07",1414,3,0,0,2,24
1316196860,"2011-09-16 11:14:20-07",1414,0,0,0,2,8
1316196880,"2011-09-16 11:14:40-07",1414,1,0,0,2,24
1316196900,"2011-09-16 11:15:00-07",1414,2,0,0,2,24
1316196920,"2011-09-16 11:15:20-07",1414,1,0,0,2,24
1316196940,"2011-09-16 11:15:40-07",1414,1,0,0,2,24
1316196960,"2011-09-16 11:16:00-07",1414,0,0,0,2,8
1316196980,"2011-09-16 11:16:20-07",1414,4,0,0,2,24
1316197000,"2011-09-16 11:16:40-07",1414,0,0,0,2,8
1316197020,"2011-09-16 11:17:00-07",1414,0,0,0,2,8
1316197040,"2011-09-16 11:17:20-07",1414,0,0,0,2,8
1316197060,"2011-09-16 11:17:40-07",1414,0,0,0,2,8
1316197080,"2011-09-16 11:18:00-07",1414,1,0,0,2,24
1316197100,"2011-09-16 11:18:20-07",1414,6,0,0,2,24
1316197120,"2011-09-16 11:18:40-07",1414,0,0,0,2,8
1316197140,"2011-09-16 11:19:00-07",1414,1,0,0,2,24
1316197160,"2011-09-16 11:19:20-07",1414,2,0,0,2,24
1316197180,"2011-09-16 11:19:40-07",1414,4,0,0,2,24
1316197200,"2011-09-16 11:20:00-07",1414,2,0,0,2,24
1316197220,"2011-09-16 11:20:20-07",1414,3,0,0,2,24
1316197240,"2011-09-16 11:20:40-07",1414,0,0,0,2,8
1316197260,"2011-09-16 11:21:00-07",1414,0,0,0,2,8
1316197280,"2011-09-16 11:21:20-07",1414,0,0,0,2,8
1316197300,"2011-09-16 11:21:40-07",1414,5,0,0,2,24
1316197320,"2011-09-16 11:22:00-07",1414,2,0,0,2,24
1316197340,"2011-09-16 11:22:20-07",1414,0,0,0,2,8
1316197360,"2011-09-16 11:22:40-07",1414,0,0,0,2,8
1316197380,"2011-09-16 11:23:00-07",1414,3,0,0,2,24
1316197400,"2011-09-16 11:23:20-07",1414,4,0,0,2,24
1316197420,"2011-09-16 11:23:40-07",1414,0,0,0,2,8
1316197440,"2011-09-16 11:24:00-07",1414,0,0,0,2,8
1316197460,"2011-09-16 11:24:20-07",1414,0,0,0,2,8
1316197480,"2011-09-16 11:24:40-07",1414,0,0,0,2,8
1316197500,"2011-09-16 11:25:00-07",1414,0,0,0,2,8
1316197520,"2011-09-16 11:25:20-07",1414,0,0,0,2,8
1316197540,"2011-09-16 11:25:40-07",1414,1,0,0,2,24
1316197560,"2011-09-16 11:26:00-07",1414,2,0,0,2,24
1316197580,"2011-09-16 11:26:20-07",1414,1,0,0,2,24
1316197600,"2011-09-16 11:26:40-07",1414,4,0,0,2,24
1316197620,"2011-09-16 11:27:00-07",1414,3,0,0,2,24
1316197640,"2011-09-16 11:27:20-07",1414,0,0,0,2,8
1316197660,"2011-09-16 11:27:40-07",1414,0,0,0,2,8
1316197680,"2011-09-16 11:28:00-07",1414,5,0,0,2,24
1316197700,"2011-09-16 11:28:20-07",1414,1,0,0,2,24
1316197720,"2011-09-16 11:28:40-07",1414,3,0,0,2,24
1316197740,"2011-09-16 11:29:00-07",1414,1,0,0,2,24
1316197760,"2011-09-16 11:29:20-07",1414,2,0,0,2,24
1316197780,"2011-09-16 11:29:40-07",1414,1,0,0,2,24
1316197800,"2011-09-16 11:30:00-07",1414,6,0,0,2,24
1316197820,"2011-09-16 11:30:20-07",1414,1,0,0,2,24
1316197840,"2011-09-16 11:30:40-07",1414,0,0,0,2,8
1316197860,"2011-09-16 11:31:00-07",1414,0,0,0,2,8
1316197880,"2011-09-16 11:31:20-07",1414,0,0,0,2,8
1316197900,"2011-09-16 11:31:40-07",1414,6,0,0,2,24
1316197920,"2011-09-16 11:32:00-07",1414,0,0,0,2,8
1316197940,"2011-09-16 11:32:20-07",1414,1,0,0,2,24
1316197980,"2011-09-16 11:33:00-07",1414,1,0,0,2,24
1316198000,"2011-09-16 11:33:20-07",1414,3,0,0,2,24
1316198020,"2011-09-16 11:33:40-07",1414,1,0,0,2,24
1316198040,"2011-09-16 11:34:00-07",1414,0,0,0,2,8
1316198060,"2011-09-16 11:34:20-07",1414,5,0,0,2,24
1316198080,"2011-09-16 11:34:40-07",1414,1,0,0,2,24
1316198100,"2011-09-16 11:35:00-07",1414,3,0,0,2,24
1316198120,"2011-09-16 11:35:20-07",1414,0,0,0,2,8
1316198140,"2011-09-16 11:35:40-07",1414,2,0,0,2,24
1316198160,"2011-09-16 11:36:00-07",1414,0,0,0,2,8
1316198180,"2011-09-16 11:36:20-07",1414,0,0,0,2,8
1316198200,"2011-09-16 11:36:40-07",1414,1,0,0,2,24
1316198220,"2011-09-16 11:37:00-07",1414,1,0,0,2,24
1316198240,"2011-09-16 11:37:20-07",1414,0,0,0,2,8
1316198260,"2011-09-16 11:37:40-07",1414,1,0,0,2,24
1316198280,"2011-09-16 11:38:00-07",1414,0,0,0,2,8
1316198300,"2011-09-16 11:38:20-07",1414,1,0,0,2,24
1316198320,"2011-09-16 11:38:40-07",1414,1,0,0,2,24
1316198340,"2011-09-16 11:39:00-07",1414,0,0,0,2,8
1316198360,"2011-09-16 11:39:20-07",1414,0,0,0,2,8
1316198380,"2011-09-16 11:39:40-07",1414,2,0,0,2,24
1316198400,"2011-09-16 11:40:00-07",1414,3,0,0,2,24
1316198420,"2011-09-16 11:40:20-07",1414,1,0,0,2,24
1316198440,"2011-09-16 11:40:40-07",1414,0,0,0,2,8
1316198460,"2011-09-16 11:41:00-07",1414,2,0,0,2,24
1316198480,"2011-09-16 11:41:20-07",1414,1,0,0,2,24
1316198500,"2011-09-16 11:41:40-07",1414,1,0,0,2,24
1316198520,"2011-09-16 11:42:00-07",1414,0,0,0,2,8
1316198540,"2011-09-16 11:42:20-07",1414,0,0,0,2,8
1316198560,"2011-09-16 11:42:40-07",1414,0,0,0,2,8
1316198580,"2011-09-16 11:43:00-07",1414,3,0,0,2,24
1316198600,"2011-09-16 11:43:20-07",1414,5,0,0,2,24
1316198620,"2011-09-16 11:43:40-07",1414,1,0,0,2,24
1316198640,"2011-09-16 11:44:00-07",1414,0,0,0,2,8
1316198660,"2011-09-16 11:44:20-07",1414,3,0,0,2,24
1316198680,"2011-09-16 11:44:40-07",1414,1,0,0,2,24
1316198700,"2011-09-16 11:45:00-07",1414,4,0,0,2,24
1316198720,"2011-09-16 11:45:20-07",1414,0,0,0,2,8
1316198740,"2011-09-16 11:45:40-07",1414,2,0,0,2,24
1316198760,"2011-09-16 11:46:00-07",1414,0,0,0,2,8
1316198780,"2011-09-16 11:46:20-07",1414,5,0,0,2,24
1316198800,"2011-09-16 11:46:40-07",1414,1,0,0,2,24
1316198820,"2011-09-16 11:47:00-07",1414,1,0,0,2,24
1316198840,"2011-09-16 11:47:20-07",1414,0,0,0,2,8
1316198860,"2011-09-16 11:47:40-07",1414,0,0,0,2,8
1316198880,"2011-09-16 11:48:00-07",1414,3,0,0,2,24
1316198900,"2011-09-16 11:48:20-07",1414,0,0,0,2,8
1316198920,"2011-09-16 11:48:40-07",1414,2,0,0,2,24
1316198940,"2011-09-16 11:49:00-07",1414,0,0,0,2,8
1316198960,"2011-09-16 11:49:20-07",1414,0,0,0,2,8
1316198980,"2011-09-16 11:49:40-07",1414,1,0,0,2,24
1316199000,"2011-09-16 11:50:00-07",1414,4,0,0,2,24
1316199040,"2011-09-16 11:50:40-07",1414,0,0,0,2,8
1316199060,"2011-09-16 11:51:00-07",1414,0,0,0,2,8
1316199080,"2011-09-16 11:51:20-07",1414,1,0,0,2,24
1316199100,"2011-09-16 11:51:40-07",1414,6,0,0,2,24
1316199120,"2011-09-16 11:52:00-07",1414,0,0,0,2,8
1316199140,"2011-09-16 11:52:20-07",1414,0,0,0,2,8
1316199160,"2011-09-16 11:52:40-07",1414,1,0,0,2,24
1316199180,"2011-09-16 11:53:00-07",1414,3,0,0,2,24
1316199200,"2011-09-16 11:53:20-07",1414,6,0,0,2,24
1316199220,"2011-09-16 11:53:40-07",1414,1,0,0,2,24
1316199240,"2011-09-16 11:54:00-07",1414,0,0,0,2,8
1316199260,"2011-09-16 11:54:20-07",1414,0,0,0,2,8
1316199280,"2011-09-16 11:54:40-07",1414,3,0,0,2,24
1316199300,"2011-09-16 11:55:00-07",1414,3,0,0,2,24
1316199320,"2011-09-16 11:55:20-07",1414,2,0,0,2,24
1316199340,"2011-09-16 11:55:40-07",1414,0,0,0,2,8
1316199360,"2011-09-16 11:56:00-07",1414,0,0,0,2,8
1316199380,"2011-09-16 11:56:20-07",1414,2,0,0,2,24
1316199400,"2011-09-16 11:56:40-07",1414,3,0,0,2,24
1316199420,"2011-09-16 11:57:00-07",1414,1,0,0,2,24
1316199440,"2011-09-16 11:57:20-07",1414,0,0,0,2,8
1316199460,"2011-09-16 11:57:40-07",1414,0,0,0,2,8
1316199480,"2011-09-16 11:58:00-07",1414,2,0,0,2,24
1316199500,"2011-09-16 11:58:20-07",1414,3,0,0,2,24
1316199520,"2011-09-16 11:58:40-07",1414,4,0,0,2,24
1316199540,"2011-09-16 11:59:00-07",1414,0,0,0,2,8
1316199560,"2011-09-16 11:59:20-07",1414,2,0,0,2,24
1316199580,"2011-09-16 11:59:40-07",1414,1,0,0,2,24
1316199600,"2011-09-16 12:00:00-07",1414,3,0,0,2,24
1316192400,"2011-09-16 10:00:00-07",1417,3,64,2,2,0
1316192420,"2011-09-16 10:00:20-07",1417,6,66,5,2,0
1316192440,"2011-09-16 10:00:40-07",1417,6,64,7,2,0
1316192460,"2011-09-16 10:01:00-07",1417,2,57,1,2,0
1316192480,"2011-09-16 10:01:20-07",1417,3,70,1,2,0
1316192500,"2011-09-16 10:01:40-07",1417,5,45,7,2,0
1316192520,"2011-09-16 10:02:00-07",1417,4,70,2,2,0
1316192540,"2011-09-16 10:02:20-07",1417,6,58,3,2,0
1316192560,"2011-09-16 10:02:40-07",1417,5,48,7,2,0
1316192580,"2011-09-16 10:03:00-07",1417,9,73,9,2,0
1316192600,"2011-09-16 10:03:20-07",1417,5,72,3,2,0
1316192640,"2011-09-16 10:04:00-07",1417,8,58,8,2,0
1316192660,"2011-09-16 10:04:20-07",1417,4,73,4,2,0
1316192680,"2011-09-16 10:04:40-07",1417,6,59,5,2,0
1316192700,"2011-09-16 10:05:00-07",1417,5,61,4,2,0
1316192720,"2011-09-16 10:05:20-07",1417,6,64,7,2,0
1316192740,"2011-09-16 10:05:40-07",1417,7,50,6,2,0
1316192760,"2011-09-16 10:06:00-07",1417,7,55,10,2,0
1316192780,"2011-09-16 10:06:20-07",1417,5,46,4,2,0
1316192800,"2011-09-16 10:06:40-07",1417,6,64,7,2,0
1316192820,"2011-09-16 10:07:00-07",1417,4,84,2,3,0
1316192840,"2011-09-16 10:07:20-07",1417,5,54,9,2,0
1316192860,"2011-09-16 10:07:40-07",1417,4,62,3,2,0
1316192880,"2011-09-16 10:08:00-07",1417,6,73,4,2,0
1316192900,"2011-09-16 10:08:20-07",1417,6,55,4,2,0
1316192920,"2011-09-16 10:08:40-07",1417,5,69,5,2,0
1316192940,"2011-09-16 10:09:00-07",1417,10,63,10,2,0
1316192960,"2011-09-16 10:09:20-07",1417,9,72,9,2,0
1316192980,"2011-09-16 10:09:40-07",1417,8,73,6,2,0
1316193000,"2011-09-16 10:10:00-07",1417,6,64,5,2,0
1316193020,"2011-09-16 10:10:20-07",1417,13,59,10,3,0
1316193040,"2011-09-16 10:10:40-07",1417,11,59,11,2,0
1316193060,"2011-09-16 10:11:00-07",1417,11,54,10,2,0
1316193080,"2011-09-16 10:11:20-07",1417,13,68,10,3,0
1316193100,"2011-09-16 10:11:40-07",1417,8,67,7,2,0
1316193120,"2011-09-16 10:12:00-07",1417,13,67,11,3,0
1316193140,"2011-09-16 10:12:20-07",1417,9,67,6,2,0
1316193160,"2011-09-16 10:12:40-07",1417,7,54,7,2,0
1316193180,"2011-09-16 10:13:00-07",1417,9,59,7,2,0
1316193200,"2011-09-16 10:13:20-07",1417,12,70,12,3,0
1316193220,"2011-09-16 10:13:40-07",1417,9,67,5,2,0
1316193240,"2011-09-16 10:14:00-07",1417,7,60,9,2,0
1316193260,"2011-09-16 10:14:20-07",1417,7,54,5,2,0
1316193280,"2011-09-16 10:14:40-07",1417,1,56,0,3,0
1316193300,"2011-09-16 10:15:00-07",1417,7,70,4,2,0
1316193320,"2011-09-16 10:15:20-07",1417,7,58,7,2,0
1316193340,"2011-09-16 10:15:40-07",1417,6,62,8,2,0
1316193360,"2011-09-16 10:16:00-07",1417,8,55,13,2,0
1316193380,"2011-09-16 10:16:20-07",1417,7,67,5,2,0
1316193400,"2011-09-16 10:16:40-07",1417,3,78,4,2,0
1316193420,"2011-09-16 10:17:00-07",1417,3,81,1,2,0
1316193440,"2011-09-16 10:17:20-07",1417,11,68,10,2,0
1316193460,"2011-09-16 10:17:40-07",1417,8,64,9,2,0
1316193480,"2011-09-16 10:18:00-07",1417,9,54,10,2,0
1316193500,"2011-09-16 10:18:20-07",1417,8,56,13,2,0
1316193520,"2011-09-16 10:18:40-07",1417,7,63,3,2,0
1316193540,"2011-09-16 10:19:00-07",1417,10,61,12,2,0
1316193560,"2011-09-16 10:19:20-07",1417,6,74,5,2,0
1316193580,"2011-09-16 10:19:40-07",1417,8,57,8,2,0
1316193600,"2011-09-16 10:20:00-07",1417,4,55,3,2,0
1316193620,"2011-09-16 10:20:20-07",1417,7,64,6,2,0
1316193640,"2011-09-16 10:20:40-07",1417,4,55,3,2,0
1316193660,"2011-09-16 10:21:00-07",1417,8,63,8,2,0
1316193680,"2011-09-16 10:21:20-07",1417,10,59,9,2,0
1316193700,"2011-09-16 10:21:40-07",1417,3,62,2,2,0
1316193720,"2011-09-16 10:22:00-07",1417,6,42,10,2,0
1316193740,"2011-09-16 10:22:20-07",1417,8,43,12,2,0
1316193760,"2011-09-16 10:22:40-07",1417,4,64,4,2,0
1316193780,"2011-09-16 10:23:00-07",1417,7,56,11,2,0
1316193800,"2011-09-16 10:23:20-07",1417,11,68,12,2,0
1316193820,"2011-09-16 10:23:40-07",1417,10,44,7,2,0
1316193840,"2011-09-16 10:24:00-07",1417,5,40,8,2,0
1316193860,"2011-09-16 10:24:20-07",1417,7,68,6,2,0
1316193880,"2011-09-16 10:24:40-07",1417,5,78,3,2,0
1316193900,"2011-09-16 10:25:00-07",1417,7,58,5,2,0
1316193920,"2011-09-16 10:25:20-07",1417,5,70,5,2,0
1316193940,"2011-09-16 10:25:40-07",1417,4,70,3,2,0
1316193960,"2011-09-16 10:26:00-07",1417,8,70,6,2,0
1316193980,"2011-09-16 10:26:20-07",1417,15,67,14,3,0
1316194000,"2011-09-16 10:26:40-07",1417,7,54,9,2,0
1316194020,"2011-09-16 10:27:00-07",1417,10,74,8,2,0
1316194040,"2011-09-16 10:27:20-07",1417,4,65,4,2,0
1316194060,"2011-09-16 10:27:40-07",1417,7,75,5,2,0
1316194080,"2011-09-16 10:28:00-07",1417,7,56,6,2,0
1316194100,"2011-09-16 10:28:20-07",1417,8,54,8,2,0
1316194120,"2011-09-16 10:28:40-07",1417,10,69,9,2,0
1316194140,"2011-09-16 10:29:00-07",1417,9,62,9,2,0
1316194160,"2011-09-16 10:29:20-07",1417,9,65,7,2,0
1316194180,"2011-09-16 10:29:40-07",1417,7,65,6,2,0
1316194200,"2011-09-16 10:30:00-07",1417,5,68,5,2,0
1316194220,"2011-09-16 10:30:20-07",1417,5,68,5,2,0
1316194240,"2011-09-16 10:30:40-07",1417,15,68,11,3,0
1316194260,"2011-09-16 10:31:00-07",1417,6,64,9,2,0
1316194280,"2011-09-16 10:31:20-07",1417,9,55,11,2,0
1316194300,"2011-09-16 10:31:40-07",1417,2,43,3,2,0
1316194320,"2011-09-16 10:32:00-07",1417,9,64,7,2,0
1316194340,"2011-09-16 10:32:20-07",1417,9,72,8,2,0
1316194360,"2011-09-16 10:32:40-07",1417,2,62,2,2,0
1316194380,"2011-09-16 10:33:00-07",1417,3,89,2,2,0
1316194400,"2011-09-16 10:33:20-07",1417,8,44,9,2,0
1316194420,"2011-09-16 10:33:40-07",1417,8,59,10,2,0
1316194440,"2011-09-16 10:34:00-07",1417,4,75,4,2,0
1316194460,"2011-09-16 10:34:20-07",1417,8,65,8,2,0
1316194480,"2011-09-16 10:34:40-07",1417,5,55,7,2,0
1316194500,"2011-09-16 10:35:00-07",1417,9,58,8,2,0
1316194520,"2011-09-16 10:35:20-07",1417,11,63,11,2,0
1316194540,"2011-09-16 10:35:40-07",1417,6,69,4,2,0
1316194560,"2011-09-16 10:36:00-07",1417,8,70,6,2,0
1316194580,"2011-09-16 10:36:20-07",1417,7,60,6,2,0
1316194600,"2011-09-16 10:36:40-07",1417,10,72,8,2,0
1316194620,"2011-09-16 10:37:00-07",1417,12,65,10,2,0
1316194640,"2011-09-16 10:37:20-07",1417,4,63,4,2,0
1316194660,"2011-09-16 10:37:40-07",1417,10,66,9,2,0
1316194680,"2011-09-16 10:38:00-07",1417,6,54,4,2,0
1316194700,"2011-09-16 10:38:20-07",1417,9,55,9,2,0
1316194720,"2011-09-16 10:38:40-07",1417,13,67,10,3,0
1316194740,"2011-09-16 10:39:00-07",1417,8,69,6,2,0
1316194760,"2011-09-16 10:39:20-07",1417,9,58,6,2,0
1316194780,"2011-09-16 10:39:40-07",1417,9,69,7,2,0
1316194800,"2011-09-16 10:40:00-07",1417,6,51,3,2,0
1316194820,"2011-09-16 10:40:20-07",1417,10,67,10,2,0
1316194840,"2011-09-16 10:40:40-07",1417,10,51,9,2,0
1316194860,"2011-09-16 10:41:00-07",1417,0,0,1,3,72
1316194880,"2011-09-16 10:41:20-07",1417,8,35,12,2,0
1316194900,"2011-09-16 10:41:40-07",1417,6,61,5,2,0
1316194920,"2011-09-16 10:42:00-07",1417,11,53,15,2,0
1316194940,"2011-09-16 10:42:20-07",1417,12,59,10,2,0
1316194960,"2011-09-16 10:42:40-07",1417,12,63,10,2,0
1316194980,"2011-09-16 10:43:00-07",1417,9,67,8,2,0
1316195000,"2011-09-16 10:43:20-07",1417,7,54,7,2,0
1316195020,"2011-09-16 10:43:40-07",1417,5,63,5,2,0
1316195040,"2011-09-16 10:44:00-07",1417,14,61,10,3,0
1316195060,"2011-09-16 10:44:20-07",1417,9,69,8,2,0
1316195080,"2011-09-16 10:44:40-07",1417,7,63,7,2,0
1316195100,"2011-09-16 10:45:00-07",1417,9,62,4,2,0
1316195120,"2011-09-16 10:45:20-07",1417,6,48,6,2,0
1316195140,"2011-09-16 10:45:40-07",1417,11,61,9,2,0
1316195160,"2011-09-16 10:46:00-07",1417,5,71,9,2,0
1316195180,"2011-09-16 10:46:20-07",1417,6,68,4,2,0
1316195200,"2011-09-16 10:46:40-07",1417,16,61,18,3,0
1316195220,"2011-09-16 10:47:00-07",1417,8,47,6,2,0
1316195240,"2011-09-16 10:47:20-07",1417,6,61,7,2,0
1316195260,"2011-09-16 10:47:40-07",1417,9,56,8,2,0
1316195280,"2011-09-16 10:48:00-07",1417,4,57,2,2,0
1316195300,"2011-09-16 10:48:20-07",1417,8,67,8,2,0
1316195320,"2011-09-16 10:48:40-07",1417,6,69,4,2,0
1316195340,"2011-09-16 10:49:00-07",1417,10,60,8,2,0
1316195360,"2011-09-16 10:49:20-07",1417,7,67,10,2,0
1316195380,"2011-09-16 10:49:40-07",1417,11,73,9,2,0
1316195400,"2011-09-16 10:50:00-07",1417,11,54,14,2,0
1316195420,"2011-09-16 10:50:20-07",1417,12,60,9,2,0
1316195440,"2011-09-16 10:50:40-07",1417,4,50,9,2,0
1316195460,"2011-09-16 10:51:00-07",1417,8,58,10,2,0
1316195480,"2011-09-16 10:51:20-07",1417,8,56,5,2,0
1316195500,"2011-09-16 10:51:40-07",1417,4,35,7,2,0
1316195520,"2011-09-16 10:52:00-07",1417,14,51,13,3,0
1316195540,"2011-09-16 10:52:20-07",1417,3,54,5,2,0
1316195560,"2011-09-16 10:52:40-07",1417,6,73,7,2,0
1316195580,"2011-09-16 10:53:00-07",1417,7,73,7,2,0
1316195600,"2011-09-16 10:53:20-07",1417,11,50,10,2,0
1316195620,"2011-09-16 10:53:40-07",1417,9,62,9,2,0
1316195640,"2011-09-16 10:54:00-07",1417,15,66,11,3,0
1316195660,"2011-09-16 10:54:20-07",1417,8,59,10,2,0
1316195680,"2011-09-16 10:54:40-07",1417,10,63,13,2,0
1316195700,"2011-09-16 10:55:00-07",1417,10,71,8,2,0
1316195720,"2011-09-16 10:55:20-07",1417,12,53,15,2,0
1316195740,"2011-09-16 10:55:40-07",1417,7,71,5,2,0
1316195760,"2011-09-16 10:56:00-07",1417,5,82,5,2,0
1316195780,"2011-09-16 10:56:20-07",1417,6,63,7,2,0
1316195800,"2011-09-16 10:56:40-07",1417,11,64,11,2,0
1316195820,"2011-09-16 10:57:00-07",1417,7,60,7,2,0
1316195840,"2011-09-16 10:57:20-07",1417,10,64,10,2,0
1316195860,"2011-09-16 10:57:40-07",1417,5,71,4,2,0
1316195880,"2011-09-16 10:58:00-07",1417,5,68,5,2,0
1316195900,"2011-09-16 10:58:20-07",1417,9,53,9,2,0
1316195920,"2011-09-16 10:58:40-07",1417,15,56,13,3,0
1316195940,"2011-09-16 10:59:00-07",1417,11,53,11,2,0
1316195960,"2011-09-16 10:59:20-07",1417,2,69,1,2,0
1316195980,"2011-09-16 10:59:40-07",1417,4,61,3,2,0
1316196000,"2011-09-16 11:00:00-07",1417,8,60,7,2,0
1316196020,"2011-09-16 11:00:20-07",1417,11,63,10,2,0
1316196040,"2011-09-16 11:00:40-07",1417,8,49,8,2,0
1316196060,"2011-09-16 11:01:00-07",1417,5,61,5,2,0
1316196080,"2011-09-16 11:01:20-07",1417,5,62,6,2,0
1316196100,"2011-09-16 11:01:40-07",1417,8,59,7,2,0
1316196120,"2011-09-16 11:02:00-07",1417,5,61,5,2,0
1316196140,"2011-09-16 11:02:20-07",1417,6,65,6,2,0
1316196160,"2011-09-16 11:02:40-07",1417,10,57,10,2,0
1316196180,"2011-09-16 11:03:00-07",1417,5,72,4,2,0
1316196200,"2011-09-16 11:03:20-07",1417,5,68,3,2,0
1316196220,"2011-09-16 11:03:40-07",1417,6,76,5,2,0
1316196240,"2011-09-16 11:04:00-07",1417,4,70,2,2,0
1316196260,"2011-09-16 11:04:20-07",1417,8,64,7,2,0
1316196280,"2011-09-16 11:04:40-07",1417,8,68,8,2,0
1316196300,"2011-09-16 11:05:00-07",1417,7,61,4,2,0
1316196320,"2011-09-16 11:05:20-07",1417,7,65,5,2,0
1316196340,"2011-09-16 11:05:40-07",1417,6,61,4,2,0
1316196360,"2011-09-16 11:06:00-07",1417,9,53,9,2,0
1316196380,"2011-09-16 11:06:20-07",1417,7,63,5,2,0
1316196400,"2011-09-16 11:06:40-07",1417,9,70,6,2,0
1316196420,"2011-09-16 11:07:00-07",1417,7,65,8,2,0
1316196440,"2011-09-16 11:07:20-07",1417,9,64,7,2,0
1316196460,"2011-09-16 11:07:40-07",1417,5,66,3,2,0
1316196480,"2011-09-16 11:08:00-07",1417,6,62,7,2,0
1316196500,"2011-09-16 11:08:20-07",1417,5,76,3,2,0
1316196520,"2011-09-16 11:08:40-07",1417,6,67,8,2,0
1316196540,"2011-09-16 11:09:00-07",1417,9,67,10,2,0
1316196560,"2011-09-16 11:09:20-07",1417,6,52,5,2,0
1316196580,"2011-09-16 11:09:40-07",1417,10,54,12,2,0
1316196600,"2011-09-16 11:10:00-07",1417,7,60,8,2,0
1316196620,"2011-09-16 11:10:20-07",1417,13,66,13,3,0
1316196640,"2011-09-16 11:10:40-07",1417,10,66,9,2,0
1316196660,"2011-09-16 11:11:00-07",1417,1,60,1,3,0
1316196680,"2011-09-16 11:11:20-07",1417,8,55,7,2,0
1316196700,"2011-09-16 11:11:40-07",1417,6,61,8,2,0
1316196720,"2011-09-16 11:12:00-07",1417,3,74,4,2,0
1316196740,"2011-09-16 11:12:20-07",1417,11,67,10,2,0
1316196760,"2011-09-16 11:12:40-07",1417,10,59,8,2,0
1316196780,"2011-09-16 11:13:00-07",1417,4,64,3,2,0
1316196800,"2011-09-16 11:13:20-07",1417,8,72,8,2,0
1316196820,"2011-09-16 11:13:40-07",1417,5,65,4,2,0
1316196840,"2011-09-16 11:14:00-07",1417,2,69,1,3,0
1316196860,"2011-09-16 11:14:20-07",1417,6,59,4,2,0
1316196880,"2011-09-16 11:14:40-07",1417,8,56,8,2,0
1316196900,"2011-09-16 11:15:00-07",1417,6,61,5,2,0
1316196920,"2011-09-16 11:15:20-07",1417,11,66,10,2,0
1316196940,"2011-09-16 11:15:40-07",1417,5,66,3,2,0
1316196960,"2011-09-16 11:16:00-07",1417,9,53,10,2,0
1316196980,"2011-09-16 11:16:20-07",1417,7,68,6,2,0
1316197000,"2011-09-16 11:16:40-07",1417,7,65,7,2,0
1316197020,"2011-09-16 11:17:00-07",1417,3,55,2,2,0
1316197040,"2011-09-16 11:17:20-07",1417,8,60,12,2,0
1316197060,"2011-09-16 11:17:40-07",1417,16,61,18,3,0
1316197080,"2011-09-16 11:18:00-07",1417,8,59,6,2,0
1316197100,"2011-09-16 11:18:20-07",1417,9,66,8,2,0
1316197120,"2011-09-16 11:18:40-07",1417,6,50,6,2,0
1316197140,"2011-09-16 11:19:00-07",1417,7,65,6,2,0
1316197160,"2011-09-16 11:19:20-07",1417,11,69,9,2,0
1316197180,"2011-09-16 11:19:40-07",1417,11,61,12,2,0
1316197200,"2011-09-16 11:20:00-07",1417,8,50,7,2,0
1316197220,"2011-09-16 11:20:20-07",1417,6,58,6,2,0
1316197240,"2011-09-16 11:20:40-07",1417,9,63,6,2,0
1316197260,"2011-09-16 11:21:00-07",1417,12,50,11,2,0
1316197280,"2011-09-16 11:21:20-07",1417,3,51,3,2,0
1316197300,"2011-09-16 11:21:40-07",1417,9,61,6,2,0
1316197320,"2011-09-16 11:22:00-07",1417,10,47,11,2,0
1316197340,"2011-09-16 11:22:20-07",1417,5,72,7,2,0
1316197360,"2011-09-16 11:22:40-07",1417,4,67,3,2,0
1316197380,"2011-09-16 11:23:00-07",1417,8,59,6,2,0
1316197400,"2011-09-16 11:23:20-07",1417,16,62,16,3,0
1316197420,"2011-09-16 11:23:40-07",1417,9,58,8,2,0
1316197440,"2011-09-16 11:24:00-07",1417,2,56,2,2,0
1316197460,"2011-09-16 11:24:20-07",1417,11,48,14,2,0
1316197480,"2011-09-16 11:24:40-07",1417,11,59,10,2,0
1316197500,"2011-09-16 11:25:00-07",1417,8,65,9,2,0
1316197520,"2011-09-16 11:25:20-07",1417,3,65,2,2,0
1316197540,"2011-09-16 11:25:40-07",1417,6,62,9,2,0
1316197560,"2011-09-16 11:26:00-07",1417,6,60,4,2,0
1316197580,"2011-09-16 11:26:20-07",1417,6,64,5,2,0
1316197600,"2011-09-16 11:26:40-07",1417,12,69,8,2,0
1316197620,"2011-09-16 11:27:00-07",1417,3,66,3,2,0
1316197640,"2011-09-16 11:27:20-07",1417,10,54,12,2,0
1316197660,"2011-09-16 11:27:40-07",1417,5,59,4,2,0
1316197680,"2011-09-16 11:28:00-07",1417,11,58,9,2,0
1316197700,"2011-09-16 11:28:20-07",1417,7,71,4,2,0
1316197720,"2011-09-16 11:28:40-07",1417,7,59,5,2,0
